song,artist1,artist2,song_netease,artist_netease,mood_netease,spotify-id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_origin_1,artist_origin_2,artist_type_1,artist_type_2,artist_era_1,genre_1,genre_2,genre_3,mood_1,mood_2,tempo_1,tempo_2,tempo_3
你是唯一,五月天,Mayday,你是唯一,纪文惠,感动/治愈,2xI2SgdJOYSs6N2emsa47V,0.443,0.805,0,-5.606,1,0.0377,0.000533,5.29e-05,0.625,0.445,138.122,215867,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
夜访吸血鬼,五月天,Mayday,,,,3IH7EYnDqcK8f878UaYRTx,0.514,0.876,9,-5.173,0,0.0562,0.0171,0,0.346,0.788,90.115,250480,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'90s'
如烟,五月天,Mayday,如烟,有声奶昔,伤感,5S2B7hbFwBPuC9IQDQ4sYm,0.341,0.767,9,-6.372,1,0.0437,0.0183,0,0.109,0.343,179.891,313867,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Upbeat',b'Happy / Soulful',b'Medium Tempo',b'Medium Fast',b'90s'
盛夏光年,五月天,Mayday,盛夏光年,R7CKY,兴奋,2fAyCja3b2NSGvRKbWKgwP,0.332,0.917,7,-4.861,0,0.0534,0.073,0.000158,0.0856,0.397,87.172,282453,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',,,,,
一颗苹果,五月天,Mayday,一颗苹果,五月天,怀旧/感动,0TaELNRKMgcKTO1KxbGJqi,0.753,0.669,4,-6.308,1,0.0371,0.458,0,0.1,0.93,129.878,170400,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Rowdy',b'Ramshackle / Rollicking',b'Medium Tempo',b'Medium Fast',b'120s'
三个傻瓜,五月天,Mayday,,,,3RhZoYO9WYY0rpXwqMva11,0.652,0.845,11,-4.713,0,0.0353,0.00282,0,0.0996,0.7,103.045,254933,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'100s'
孙悟空,五月天,Mayday,孙悟空,五月天,怀旧/感动,0Re1TgZkvJYY37P2ujaQxx,0.522,0.824,9,-5.723,1,0.0298,0.00161,4.77e-05,0.09,0.651,104.932,249840,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'100s'
摩托车日记,五月天,Mayday,,,,05Gg4a3mYexxEFm1PXIw2N,0.492,0.664,10,-6.46,1,0.0463,0.1,4.5e-06,0.137,0.642,162.16,285507,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
最重要的小事,五月天,Mayday,,,,73acY3QjECBG2M6BfkOiem,0.43,0.699,0,-5.242,1,0.0263,0.00372,0.000113,0.148,0.388,79.957,288640,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
爱情万岁,五月天,Mayday,爱情万岁,五月天,怀旧/感动,7omJIYbhIb6FG5aaCG7mZJ,0.588,0.806,0,-4.988,1,0.0353,0.0496,2.46e-05,0.373,0.303,117.024,361707,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Brooding',b'Energetic Melancholy',b'Medium Tempo',b'Medium Fast',b'110s'
雌雄同体,五月天,Mayday,雌雄同体,五月天,怀旧/感动,6EuHyp65wwmjZJ2Ozd3LI3,0.538,0.832,0,-7.128,1,0.0273,0.000257,0.00315,0.38,0.585,97.989,297547,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'90s'
生命有一种绝对,五月天,Mayday,生命有一种绝对,五月天,怀旧/感动/治愈,0gE9bvWuSWC9LEDtjgWT89,0.5,0.557,0,-6.767,1,0.034,0.261,0,0.126,0.247,135.96,261480,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
诺亚方舟,五月天,Mayday,,,,1ycbZxX8ZooezYBvhz4Vf4,0.458,0.559,9,-6.378,1,0.0291,0.0105,1.4e-06,0.16,0.187,135.906,344387,4,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'60s'
我心中尚未崩坏的地方,五月天,Mayday,,,,5RmGZVY5ZdKPuLDEFDBnKH,0.563,0.586,5,-6.107,1,0.0298,0.114,1.24e-05,0.206,0.359,127.697,325707,3,b'Asia',b'Taiwan',b'Male',b'Male Group',b'2000s',b'Pop',b'Chinese Pop',b'General Chinese Pop',b'Gritty',b'Strumming Yearning',b'Medium Tempo',b'Medium Slow',b'60s'
Toxic,,Britney Spears,,,,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium',b'70s'
Gimme More,,Britney Spears,Gimme More,Britney Spears,怀旧,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
Oops!...I Did It Again,,Britney Spears,Oops!...I Did It Again,Britney Spears,性感,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'90s'
Womanizer,,Britney Spears,Womanizer,Britney Spears,兴奋/性感,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium',b'60s'
I'm a Slave 4 U,,Britney Spears,,,,6ldwfK0yWgTAlmIfuQkTYN,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Cool',b'Cool Confidence',b'Medium Tempo',b'Medium Fast',b'110s'
Circus,,Britney Spears,,,,7jk7gqyEonmVVYahZN5zhW,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
…Baby One More Time,,Britney Spears,,,,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'90s'
Piece of Me,,Britney Spears,,,,2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,212107,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
3,,Britney Spears,,,,6pymOcrCnMuCWdgGVTvUgP,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,213173,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Fast Tempo',b'Fast',b'130s'
(You Drive Me) Crazy - The Stop Remixi,,Britney Spears,,,,6MPn82FDfOB2frXG2T4lR3,0.684,0.963,8,-2.397,1,0.0459,0.092,6.27e-05,0.352,0.781,101.078,196667,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'100s'
Stronger,,Britney Spears,Stronger,Britney Spears,兴奋/性感,5QhBKPqsnX1uY9fZNaAtZg,0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,203000,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'100s'
Work B**ch,,Britney Spears,,,,3KliPMvk1EvFZu9cvkj8p1,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,247960,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Aggressive',b'Dark Hard Beat',b'Medium Tempo',b'Medium Fast',b'120s'
If U Seek Amy,,Britney Spears,If U Seek Amy,Britney Spears,怀旧/性感,2hdy9Wt9qp7M7d0U3ossu2,0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,216520,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium',b'60s'
Don't Let Me Be the Last to Know,,Britney Spears,,,,3OitWDgR4SzAUOm3TBmvhw,0.632,0.756,4,-6.567,1,0.0417,0.159,0,0.273,0.713,138.96,230933,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'60s'
Overprotected - Radio Edit,,Britney Spears,,,,5p0KCAuu5nrHpTuAIhHdLw,0.682,0.894,0,-1.73,0,0.0727,0.0381,0,0.416,0.845,95.992,198600,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'90s'
Me Against the Music,,Britney Spears,Me Against the Music,Britney Spears,性感/浪漫,7mS8RbJji2UZAaguRGsOCH,0.804,0.836,6,-6.635,0,0.089,0.32,0,0.213,0.85,120.046,223773,4,b'North America',b'United States',b'Female',b'Female Duo',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'120s'
I Love Rock 'N' Roll,,Britney Spears,I Love Rock 'N' Roll,Britney Spears,性感/感动,29viePXNqWUw1cxqzOcuOD,0.709,0.728,9,-1.643,1,0.185,0.000811,0.105,0.564,0.572,180.107,186533,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Defiant',b'Attitude / Defiant',b'Medium Tempo',b'Medium Fast',b'90s'
Do Somethin',,Britney Spears,Do Somethin',Britney Spears,兴奋/性感,77rzoJ5VaC2BLB1IkjGnoi,0.845,0.937,4,-3.283,1,0.0653,0.0316,2.35e-05,0.359,0.963,129.966,202720,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'120s'
Till the World Ends,,Britney Spears,Till the World Ends,Britney Spears,兴奋,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,237947,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Urgent',b'Dark Pop',b'Fast Tempo',b'Fast',b'130s'
Hold It Against Me,,Britney Spears,Hold It Against Me,Britney Spears,性感,7Dyq1bhhjknLKEGg4k5NLr,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.973,228827,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Excited',b'Euphoric Energy',b'Fast Tempo',b'Fast',b'130s'
Lucky,,Britney Spears,Lucky,Britney Spears,怀旧/清新,2TTYIwTM2iLC1YOyHuhRMt,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,206227,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Excited',b'Upbeat Pop Groove',b'Medium Tempo',b'Medium Fast',b'90s'
Born to Make You Happy,,Britney Spears,Born to Make You Happy,Britney Spears,放松/浪漫,4l1MNtoCiTxBwf6yxD7kFd,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,243533,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
My Prerogative,,Britney Spears,My Prerogative,Britney Spears,兴奋/性感,2JxftzENN2rhpXxnOmtQBR,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96e-06,0.103,0.619,111.014,213893,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Defiant',b'Attitude / Defiant',b'Medium Tempo',b'Medium Slow',b'50s'
Scream & Shout,,Britney Spears,,,,7n6ibfsRHhCb1Ccl9Fg2CZ,0.79,0.616,0,-7.443,1,0.0596,0.0589,6.55e-05,0.171,0.473,130.009,284413,4,b'North America',b'United States',b'Mixed',b'Mixed Duo',b'2010s',b'Urban',b'Western Hip-Hop/Rap',b'General Hip-Hop/Rap',,,,,
I Wanna Go,,Britney Spears,,,,5cCAZS9VhLGEDV4NCfieeg,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Heavy Beat',b'Medium Tempo',b'Medium Fast',b'120s'
Radar,,Britney Spears,Radar,Britney Spears,性感,29Srmzqyig5Tg5EitFXsb8,0.642,0.722,4,-4.845,0,0.167,0.293,0,0.337,0.513,127.959,229213,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Slow',b'60s'
Break the Ice,,Britney Spears,,,,52K4Nl7eVNqUpUeJeWJlwT,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,196053,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
Boys - Co-Ed Remix,,Britney Spears,,,,2xkVbGwniUGIptJl7EhE0h,0.813,0.777,6,-5.338,0,0.0977,0.065,0.00128,0.0707,0.924,107.007,224653,4,b'North America',b'United States',b'Mixed',b'Mixed Duo',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'100s'
Make Me… (feat. G-Eazy),,Britney Spears,,,,1Vp8uI65XCMI1H0nSW2kkB,0.701,0.7,7,-6.672,0,0.0925,0.146,0,0.206,0.592,122.984,230960,4,b'North America',b'United States',b'Mixed',b'Mixed Duo',b'2010s',b'Pop',b'Western Pop',b'Urban Crossover: Pop',b'Urgent',b'Dark Pop',b'Medium Tempo',b'Medium Fast',b'120s'
Slumber Party feat. Tinashe,,Britney Spears,,,,2i9q8CteBmpslOJeQdMGqA,0.752,0.784,0,-4.941,1,0.0754,0.322,0,0.11,0.464,135.039,213535,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Fiery',b'Passionate Rhythm',b'Fast Tempo',b'Fast',b'130s'
Sometimes,,Britney Spears,Sometimes,Britney Spears,伤感/性感,1UI0l2L66HJ9AtoEOlHzv4,0.745,0.742,10,-5.693,1,0.0259,0.42,0,0.102,0.806,95.996,245067,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Romantic',b'Heartfelt Passion',b'Medium Tempo',b'Medium Slow',b'60s'
Outrageous,,Britney Spears,Outrageous,Britney Spears,性感,2vPCRs3g0vdLU8sHlAEytO,0.828,0.662,7,-6.419,1,0.0461,0.0394,2.02e-05,0.191,0.847,105.014,201907,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'100s'
Everytime,,Britney Spears,Everytime,Britney Spears,怀旧,0dRhSF9LV0HR8Jwd3MMMKJ,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,230307,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
Pretty Girls,,Britney Spears,Pretty Girls,Britney Spears/Iggy Azalea,兴奋,6QicTxeiSaRkPnkGDUvYOs,0.834,0.831,7,-6.061,0,0.0745,0.00799,0,0.217,0.788,103.009,163960,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',,,,,
Do You Wanna Come Over?,,Britney Spears,Do You Wanna Come Over?,Britney Spears,兴奋/性感,2CQImhAzAHvni74Cr4azTM,0.751,0.696,4,-6.027,1,0.0657,0.00618,0.00258,0.107,0.446,121,203360,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',,,,,
(I Got That) Boom Boom,,Britney Spears,(I Got That) Boom Boom,Britney Spears,性感,5epx5YtoMbV0GrL9qx9kVY,0.864,0.87,8,-2.77,1,0.147,0.119,0,0.508,0.837,109.987,289400,4,b'North America',b'United States',b'Mixed',b'Mixed Group',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
Get Naked (I Got a Plan),,Britney Spears,,,,0PGxTaUcMggyJxTyLy0uOx,0.734,0.856,6,-4.592,0,0.056,0.0642,0.000475,0.0442,0.67,115.027,285080,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
"I'm Not a Girl, Not Yet a Woman",,Britney Spears,I'm Not a Girl/Not Yet a Woman,Britney Spears,治愈,1xg1yGPy1Y3YUf44s6TB1o,0.534,0.543,3,-6.857,1,0.0245,0.579,0,0.112,0.418,78.996,231067,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Empowering',b'Dramatic Emotion',b'Slow Tempo',b'Very Slow',b'30s'
Just Luv Me,,Britney Spears,Just Luv Me,Britney Spears,伤感/性感,6Nc2n959qhnnE8rpR1CWuC,0.616,0.492,9,-9.79,0,0.0609,0.158,0.0071,0.139,0.361,91.997,241453,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',,,,,
The Hook Up,,Britney Spears,The Hook Up,Britney Spears,性感,4rl0xZYeGwqV43wh8qhQXX,0.686,0.805,6,-3.094,1,0.0991,0.137,0,0.068,0.87,172.059,234000,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium',b'80s'
Just Like Me,,Britney Spears,,,,55mqjVWJDJ3AWxln12e3ro,0.751,0.591,9,-7.091,0,0.0451,0.0734,1.82e-05,0.108,0.563,101.942,164533,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',,,,,
From the Bottom of My Broken Heart,,Britney Spears,From the Bottom of My Broken Heart,Britney Spears,伤感/治愈,70XtWbcVZcpaOddJftMcVi,0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,312533,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Sensual',b'Soft Soulful',b'Slow Tempo',b'Very Slow',b'30s'
Man On The Moon,,Britney Spears,Man On The Moon,Britney Spears,思念,5Z6g00iJz56QXHZ62jLcKy,0.711,0.668,7,-5.962,0,0.0385,0.0311,9.51e-06,0.101,0.318,110.026,226640,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',,,,,
Anticipating,,Britney Spears,Anticipating,Britney Spears,放松,6dKYAtGciLRm8uOD1LiSVf,0.717,0.877,0,-4.266,1,0.0375,0.0136,0.000814,0.0616,0.794,111,196107,4,b'North America',b'United States',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Dance Pop',b'Energizing',b'Edgy / Sexy',b'Medium Tempo',b'Medium Fast',b'110s'
Complicated,,Avril Lavigne,Complicated,Avril Lavigne,放松,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Excited',b'Upbeat Pop Groove',b'Medium Tempo',b'Medium',b'70s'
My Happy Ending,,Avril Lavigne,My Happy Ending,Avril Lavigne,怀旧,6sqNctd7MlJoKDOxPVCAvU,0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,242413,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Defiant',b'Hard Positive Excitement',b'Fast Tempo',b'Fast',b'160s'
Girlfriend,,Avril Lavigne,,,,5HbCnVLXRyZVxnreOPgJCK,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium',b'80s'
What the Hell,,Avril Lavigne,,,,5zTzDqrEmseqL2G8ElgBu7,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Excited',b'Upbeat Pop Groove',b'Fast Tempo',b'Fast',b'150s'
Sk8er Boi,,Avril Lavigne,Sk8er Boi,Avril Lavigne,兴奋/快乐,00Mb3DuaIH1kjrwOku9CGU,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0,0.358,0.484,149.937,204000,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Defiant',b'Hard Dark Excitement',b'Fast Tempo',b'Fast',b'150s'
Here's to Never Growing Up,,Avril Lavigne,,,,1rdreHH1v6kyrx2mFQvLR4,0.487,0.876,0,-3.152,1,0.0946,0.011,0,0.401,0.725,164.997,214320,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Yearning',b'Energetic Yearning',b'Medium Tempo',b'Medium',b'80s'
When You're Gone,,Avril Lavigne,When You're Gone,Avril Lavigne,怀旧,4kxND2rbPDrdb7Sgoo1Fbh,0.458,0.719,4,-3.921,0,0.0323,0.189,0,0.228,0.168,142.032,240493,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'70s'
Keep Holding On,,Avril Lavigne,Keep Holding On,Avril Lavigne,快乐/放松/治愈,58Mmq9tDlN7jiUqmvugggD,0.274,0.808,7,-2.678,1,0.0346,0.0382,0,0.198,0.131,161.104,239453,3,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'100s'
I'm with You,,Avril Lavigne,,,,1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,223067,3,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Empowering',b'Dramatic Emotion',b'Medium Tempo',b'Medium Slow',b'50s'
Nobody's Home,,Avril Lavigne,Nobody's Home,Avril Lavigne,快乐/治愈,0cZDC7uxNK8lqQ3GgyvCnD,0.348,0.907,5,-3.66,0,0.0497,0.000516,0,0.161,0.177,185.406,212413,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Urgent',b'Dark Pop Intensity',b'Medium Tempo',b'Medium Fast',b'90s'
Rock N Roll,,Avril Lavigne,,,,0qhCDQuqUm6wbJjAk7SlHR,0.457,0.954,0,-3.333,0,0.127,0.00841,6.99e-05,0.29,0.69,184.075,206880,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Excited',b'Upbeat Pop Groove',b'Medium Tempo',b'Medium Fast',b'90s'
Wish You Were Here,,Avril Lavigne,Wish You Were Here,Avril Lavigne,伤感/治愈,72po8JKu6e1hLtQ7kGJPg3,0.46,0.866,1,-3.864,0,0.0559,0.0268,0,0.19,0.345,165.956,225680,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Empowering',b'Powerful / Heroic',b'Medium Tempo',b'Medium',b'80s'
Smile,,Avril Lavigne,Smile,Avril Lavigne,怀旧,0DGXUvOixp2ptxBz3mQ3EV,0.627,0.846,1,-3.834,0,0.0457,0.0019,3.97e-06,0.0758,0.686,105.061,209453,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Urgent',b'Energetic Anxious',b'Medium Tempo',b'Medium Fast',b'100s'
Don't Tell Me,,Avril Lavigne,,,,0dEQaNYfp5G7Sflek2Qnde,0.523,0.795,4,-2.92,1,0.0386,0.00462,0,0.358,0.484,144.106,202013,4,b'North America',b'Canada',b'Female',b'Female',b'2000s',b'Pop',b'Western Pop',b'Adult Alternative Pop',b'Defiant',b'Heavy Brooding',b'Fast Tempo',b'Fast',b'140s'
